title,genre,platform
NHL Hitz 20-03,sports traditional ice hockey arcade,Xbox
Star Wars: Jedi Starfighter,simulation scifi small spaceship,PlayStation 2
FIFA Soccer 2002,sports traditional soccer sim,GameCube
TimeSplitters,action shooter firstperson scifi,PlayStation 2
Downwell,action general,PC
From Dust,strategy adventure general general general,PlayStation 3
Phoenix Wright: Ace Attorney - Dual Destinies,adventure general general visual novel,3DS
Lone Survivor,action adventure horror horror survival,PC
NCAA Football 08,sports traditional team football sim sim,Xbox 360
Deus Ex: Mankind Divided - A Criminal Past,action adventure general,PlayStation 4
Call of Duty: Advanced Warfare,action shooter firstperson modern arcade,XboxOne
Capcom Classics Collection,miscellaneous compilation,Xbox
Rising Storm 2: Vietnam,action shooter firstperson tactical,PC
Alien: Isolation,action adventure scifi general survival,PC
Phantom Dust,action shooter thirdperson scifi,Xbox
The Witcher,roleplaying action rpg action rpg,PC
Phoenix Wright: Ace Attorney Trilogy,miscellaneous compilation,3DS
Kentucky Route Zero - Act I,adventure general general,PC
Call of Duty: Black Ops II,action shooter shooter firstperson historic modern arcade,WiiU
Lone Survivor: The Director's Cut,action adventure horror horror survival,PlayStationVita
Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,miscellaneous adventure general compilation,Wii
Dishonored: The Brigmore Witches,action adventure modern general modern,Xbox 360
Life is Strange: Episode 3 - Chaos Theory,action adventure general,PlayStation 4
Virtua Fighter 5 Final Showdown,action fighting fighting 3d 3d,Xbox 360
Life is Strange: Before the Storm - Episode 3: Hell is Empty,action adventure general,XboxOne
Mega Man Zero 2,action platformer 2d,GameBoyAdvance
Major League Baseball 2K5,sports traditional baseball sim,Xbox
FAST Racing NEO,driving racing arcade futuristic,WiiU
Gunslugs,action general,PlayStationVita
Jade Empire: Special Edition,roleplaying action rpg action rpg,PC
Sensible World of Soccer,sports traditional team soccer sim sim,Xbox 360
Fortnite,action general general shooter thirdperson tactical,PC
Mighty Milky Way,miscellaneous puzzle action puzzle action,DS
Shift 2: Unleashed,driving racing simulation gt  street gt  street automobile,PlayStation 3
NFL Street,sports traditional football arcade,GameCube
Time Crisis 3,action shooter light gun,PlayStation 2
Pro Race Driver,driving racing gt  street,PlayStation 2
Time Crisis II,action shooter light gun,PlayStation 2
SWAT 3: Elite Edition,action shooter shooter firstperson tactical modern,PC
Asheron's Call,roleplaying massively multiplayer online massively multiplayer fantasy,PC
Brave Fencer Musashi,roleplaying action rpg,PlayStation
Trauma Center: Under the Knife,action simulation general general virtual career,DS
"Sakura Wars: So Long, My Love",strategy turnbased fantasy,PlayStation 2
Mario Golf: Toadstool Tour,sports traditional golf arcade,GameCube
Cities: Skylines - PlayStation 4 Edition,strategy management government,PlayStation 4
Unravel,action platformer 2d,PC
page not found,no genre,not specified
Midnight Club II,driving racing simulation gt  street gt  street automobile,PC
Chessmaster 10th Edition,miscellaneous board games board games,PC
Hitman: Blood Money,action adventure modern,Xbox
VOEZ,action rhythm music,Switch
Fire Emblem: Shadow Dragon,strategy turnbased fantasy fantasy tactics,DS
Age of Empires III,strategy realtime historic historic command,PC
Tales of Monkey Island Chapter 5: Rise of the Pirate God,adventure general 3d fantasy thirdperson fantasy,PC
Castlevania: Lords of Shadow Ultimate Edition,action adventure fantasy general fantasy,PC
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,miscellaneous adventure general compilation,PC
Toy Soldiers: Cold War,strategy realtime wargame realtime general,Xbox 360
Bloodstained: Curse of the Moon,action adventure openworld,Switch
The Elder Scrolls V: Skyrim VR,roleplaying westernstyle,PC
The Cat Lady,adventure general general,PC
Assassin's Creed,action adventure historic historic openworld,Xbox 360
Guitar Hero Live,action rhythm music,XboxOne
Skylanders SuperChargers,action platformer 3d,PlayStation 4
ilomilo,miscellaneous puzzle action general puzzle puzzle action,Xbox 360
Vessel,action platformer platformer 2d 2d,PC
Dawn of Discovery,simulation strategy realtime general general historic,Wii
Captain Toad: Treasure Tracker,action platformer 3d,WiiU
Metro 2033,action shooter shooter firstperson scifi scifi arcade,PC
College Hoops 2K7,sports traditional team basketball sim sim,PlayStation 3
Fire Emblem Echoes: Shadows of Valentia,strategy turnbased tactics,3DS
Phoenix Wright: Ace Attorney,adventure firstperson visual novel modern modern,DS
Life is Strange: Episode 5 - Polarized,action adventure general,PlayStation 4
NBA Jam: On Fire Edition,sports traditional team basketball arcade arcade,PlayStation 3
Mario & Luigi: Dream Team,roleplaying consolestyle rpg consolestyle rpg japanesestyle,3DS
Uno,miscellaneous board games board games board  card game,Xbox 360
SteamWorld Heist,strategy turnbased general,PC
OutRun 2006: Coast 2 Coast,driving racing arcade arcade automobile,PC
Peter Jackson's King Kong: The Official Game of the Movie,action adventure modern,GameCube
echochrome,miscellaneous puzzle action puzzle general general,PlayStation 3
Blur,driving racing arcade arcade automobile,PC
LEGO Batman 2: DC Super Heroes,action adventure modern general modern,PlayStation 3
Helldivers,shooter scifi scifi action shooter thirdperson arcade,PlayStation 4
Mega Man Anniversary Collection,action platformer 2d,GameCube
The Sims Bustin' Out,miscellaneous virtual life,GameCube
Empires: Dawn of the Modern World,strategy realtime historic general historic,PC
Chessmaster 9000,miscellaneous board games board games board  card game,PC
Gothic,roleplaying general general,PC
Arcanum: Of Steamworks and Magick Obscura,roleplaying pcstyle rpg pcstyle rpg westernstyle,PC
NASCAR Heat,driving racing simulation stock car stock car automobile,PC
Professor Layton and the Azran Legacy,general logic puzzle miscellaneous puzzle general,3DS
Company of Heroes 2: Ardennes Assault,strategy realtime general historic,PC
PlanetSide,roleplaying massively multiplayer online massively multiplayer scifi scifi,PC
Tales From The Borderlands: Episode 3 - Catch A Ride,adventure general,PC
The Walking Dead: Season Two Episode 2 - A House Divided,general action adventure general pointandclick,PC
Star Wars Jedi Knight II: Jedi Outcast,action shooter firstperson scifi,Xbox
Madden NFL 19,sports team football sim,XboxOne
Finding Paradise,roleplaying japanesestyle,PC
Kingdoms of Amalur: Reckoning,roleplaying pcstyle rpg action rpg,PC
Brothers: A Tale of Two Sons,action adventure linear,PlayStation 4
Broken Age,thirdperson 3d adventure pointandclick,PlayStation 4
Life is Strange: Episode 4 - Dark Room,action adventure general,PlayStation 4
Tiger Woods PGA Tour 06,sports traditional golf sim,Xbox
Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,miscellaneous adventure general 3d compilation thirdperson,PC
Sunset Overdrive,general action general shooter thirdperson arcade,XboxOne
Super Time Force,action platformer shooter 2d scrolling shootemup vertical,Xbox 360
Toy Soldiers,strategy realtime wargame realtime general,Xbox 360
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,action general adventure pointandclick,PC
SSX,sports alternative individual snowboarding snowboarding ski  snowboard,PlayStation 3
Borderlands,action shooter shooter firstperson scifi scifi arcade,PC
DG2: Defense Grid 2,general strategy realtime general defense,PC
Crysis,action shooter shooter firstperson scifi scifi arcade,PlayStation 3
Crysis,action shooter shooter firstperson scifi scifi arcade,Xbox 360
CHUCHEL,adventure general,PC
Just Cause 2,action adventure modern modern openworld,Xbox 360
Mario Tennis: Power Tour,sports traditional tennis,GameBoyAdvance
Rage,action shooter shooter firstperson thirdperson modern modern modern arcade,Xbox 360
Napoleon: Total War,strategy realtime historic general historic,PC
Overlord,action adventure fantasy general fantasy,PC
Rockstar Games presents Table Tennis,sports traditional individual tennis other tennis,Xbox 360
Metal Gear Solid HD Collection,miscellaneous action adventure modern compilation compilation,PlayStationVita
Jak and Daxter Collection,action miscellaneous platformer compilation compilation 3d,PlayStation 3
Firewatch,general adventure 3d firstperson,PC
Reigns: Her Majesty,simulation general,PC
Children of Zodiarcs,roleplaying japanesestyle,PlayStation 4
Little Nightmares,action adventure general linear,PC
Shantae: Half-Genie Hero,action platformer platformer 2d 2d,PlayStation 4
OneShot,puzzle action,PC
Watch Dogs 2,action adventure openworld,XboxOne
Zombie Night Terror,puzzle action,PC
Victoria II: Heart of Darkness,strategy realtime historic general,PC
Terraria,action action adventure platformer platformer sandbox 2d 2d,PlayStation 3
Borderlands 2: Captain Scarlett and Her Pirate's Booty,action shooter shooter firstperson scifi scifi arcade,Xbox 360
Waveform,puzzle action general general,PC
Bit.Trip Flux,action miscellaneous rhythm music music,Wii
Fallout 3: Broken Steel,roleplaying firstperson firstperson general westernstyle,PlayStation 3
Personal Trainer: Cooking,miscellaneous general general,DS
Tiger Woods PGA Tour 08,sports traditional individual golf sim sim,DS
NBA Street Homecourt,sports traditional team basketball arcade arcade,PlayStation 3
The Elder Scrolls IV: Knights of the Nine,roleplaying firstperson firstperson westernstyle,PC
Red Orchestra: Ostfront 41-45,action shooter shooter firstperson historic historic arcade,PC
SSX On Tour,sports alternative snowboarding,Xbox
Hot Shots Golf: Open Tee,sports traditional individual golf arcade arcade,PSP
Kingdom Under Fire: The Crusaders,strategy realtime fantasy,Xbox
The Sims Bustin' Out,miscellaneous virtual life,Xbox
The Simpsons: Hit & Run,driving missionbased,Xbox
Karnaaj Rally,driving car combat,GameBoyAdvance
Stronghold,strategy realtime historic general historic,PC
Star Fox 64 3D,action shooter shooter rail rail,3DS
Yoshi's Island DS,action platformer platformer 2d 2d,DS
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,action shooter shooter thirdperson tactical modern modern,PSP
Freedom Fighters,action shooter thirdperson tactical modern,PlayStation 2
Gran Turismo 6,driving racing simulation gt  street gt  street automobile,PlayStation 3
Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,miscellaneous adventure general compilation,PC
GoldenEye 007,action shooter shooter firstperson modern modern arcade,Wii
Kirby: Nightmare in Dream Land,action platformer 2d,GameBoyAdvance
Rochard,action adventure general platformer platformer 2d 2d,PC
The Dishwasher: Vampire Smile,action beatemup beatemup 2d,Xbox 360
Middle-earth: Shadow of War,action adventure openworld,XboxOne
Fallout 3: Broken Steel,roleplaying firstperson firstperson general westernstyle,PC
Ni no Kuni II: Revenant Kingdom,roleplaying japanesestyle,PC
Winning Eleven: Pro Evolution Soccer 2007,sports traditional team soccer sim sim,PSP
Unravel Two,action platformer 2d,XboxOne
Patapon 2,action general general,PSP
Tiger Woods PGA Tour 06,sports traditional individual golf sim sim,PC
Joe Danger 2: The Movie,action racing general arcade other,PlayStationVita
MadWorld,action beatemup beatemup 3d,Wii
Metal Arms: Glitch in the System,action shooter thirdperson scifi,PlayStation 2
Final Fantasy XV,action rpg roleplaying action rpg,PlayStation 4
RollerCoaster Tycoon 3,strategy tycoon management tycoon business  tycoon,PC
Dragon's Dogma: Dark Arisen,roleplaying action rpg,PC
Puyo Puyo Tetris,puzzle matching stacking,Switch
Guild Wars 2: Heart of Thorns,roleplaying massively multiplayer,PC
AaaaaAAaaaAAAaaAAAAaAAAAA!!!: A Reckless Disregard for Gravity,action sports general platformer 3d,PC
Tiger Woods PGA Tour 07,sports traditional individual golf sim sim,PlayStation 3
Pokemon Puzzle League,miscellaneous puzzle matching,Nintendo 64
The Sims 2 University,simulation miscellaneous virtual life virtual virtual life,PC
Skulls of the Shogun,strategy turnbased fantasy general fantasy tactics,Xbox 360
Far Cry 3: Blood Dragon,action shooter shooter firstperson modern modern arcade,PC
Assassin's Creed,action adventure historic historic openworld,PlayStation 3
Borderlands: The Zombie Island of Dr. Ned,action shooter shooter firstperson scifi scifi arcade,Xbox 360
SUPERBEAT: XONiC,action rhythm music,PlayStationVita
IL-2 Sturmovik: Birds of Prey,simulation flight wwii wwii combat,PlayStation 3
FORM,adventure general,PC
MLB 14: The Show,sports traditional team baseball sim sim,PlayStation 3
Bravely Second: End Layer,roleplaying japanesestyle,3DS
Terraria,action action adventure platformer platformer sandbox 2d 2d,Xbox 360
Sid Meier's Civilization: Beyond Earth,strategy turnbased scifi general 4x,PC
Pro Evolution Soccer 2018,sports team soccer sim,PC
EA Sports Active,sports miscellaneous general exercise  fitness,Wii
Awesomenauts Assemble!,strategy realtime moba,XboxOne
Plants vs. Zombies,strategy realtime general general fantasy defense,DS
Assassin's Creed Origins,action adventure openworld,PlayStation 4
Hatsune Miku: Project Diva f,action miscellaneous rhythm music music,PlayStationVita
World of Warcraft: Battle for Azeroth,roleplaying massively multiplayer,PC
Madden NFL 07,sports traditional team football sim sim,Wii
Laser League,sports team futuristic,XboxOne
escapeVektor: Chapter 1,miscellaneous action adventure puzzle action modern,Wii
LostWinds,action platformer platformer 2d 2d,Wii
The Bug Butcher,action platformer 2d,PC
